Time,Header,Text,Link
2024-10-19 20:29:18,"How Does Cannabis Legalization Affect Organized Crime? New Research Sheds LightFive years into cannabis legalization, researchers study its impact on organized crime, finding both a shrinking market and organization...","Five years into cannabis legalization, researchers study its impact on organized crime, finding both a shrinking market and organization...",https://www.benzinga.com/markets/cannabis/24/10/41412674/how-does-cannabis-legalization-affect-organized-crime-new-research-sheds-light
2024-10-19 20:29:18,"Michigan's Cannabis Market Faced With Oversupply And Falling PricesMichigan cannabis sales drop 10% in September due to oversupply and competition from Ohio, with prices of flower reaching record lows","Michigan cannabis sales drop 10% in September due to oversupply and competition from Ohio, with prices of flower reaching record lows",https://www.benzinga.com/markets/cannabis/24/10/41411086/michigans-cannabis-market-faced-with-oversupply-and-falling-prices
2024-10-19 20:29:18,"BCB Bancorp Q3 Earnings And Revenues Surpass EstimatesBCB Bancorp (NASDAQ: BCBP) came out with quarterly earnings of $0.36 per share, beating the Zacks Consensus Estimate of $0.32 per share. This compares to earnings of $0.39 per share a year ago. These figures are adjusted for non-recurring items.","BCB Bancorp (NASDAQ: BCBP) came out with quarterly earnings of $0.36 per share, beating the Zacks Consensus Estimate of $0.32 per share. This compares to earnings of $0.39 per share a year ago. These figures are adjusted for non-recurring items.",https://www.benzinga.com/news/earnings/24/10/41404095/bcb-bancorp-q3-earnings-and-revenues-surpass-estimates
2024-10-19 20:29:18,"UnitedHealth Group Pulls Back Into A Healthy Buying OpportunityUnitedHealth Group's (NYSE: UNH) stock price pulled back following the Q3 earnings release in what can best be described as a temper tantrum. The results weren't bad, outpacing the consensus estimates and compounded by solid guidance, but the market wanted more, so it sold off.","UnitedHealth Group's (NYSE: UNH) stock price pulled back following the Q3 earnings release in what can best be described as a temper tantrum. The results weren't bad, outpacing the consensus estimates and compounded by solid guidance, but the market wanted more, so it sold off.",https://www.benzinga.com/general/health-care/24/10/41400640/unitedhealth-group-pulls-back-into-a-healthy-buying-opportunity
2024-10-19 20:29:18,"Mattel To Report Q3 Earnings: Here's What To Expect From The StockMattel, Inc. (NASDAQ: MAT) is scheduled to report third-quarter 2024 results on Oct. 23, 2024, after the closing bell.","Mattel, Inc. (NASDAQ: MAT) is scheduled to report third-quarter 2024 results on Oct. 23, 2024, after the closing bell.",https://www.benzinga.com/news/earnings/24/10/41402417/mattel-to-report-q3-earnings-heres-what-to-expect-from-the-stock
2024-10-19 20:29:18,"Why Eli Lilly Stock Is Soaring—And How It Plans To Stay On TopIn a year and a half, Eli Lilly (NYSE: LLY) has roughly doubled in value. It is now the most valuable pharmaceutical company in the world.","In a year and a half, Eli Lilly (NYSE: LLY) has roughly doubled in value. It is now the most valuable pharmaceutical company in the world.",https://www.benzinga.com/general/biotech/24/10/41399187/why-eli-lilly-stock-is-soaring-and-how-it-plans-to-stay-on-top
2024-10-19 20:29:18,"Netflix's Smashing Quarter Reflects A Shift In PrioritiesNetflix Inc (NASDAQ: NFLX) surpassed estimates with its third quarter financials as it continued to pivot towards an ad-supported membership model to keep its rivals at bay, including Disney+ from Walt Disney Company (NYSE: DIS) and Amazon Prime from Amazo","Netflix Inc (NASDAQ: NFLX) surpassed estimates with its third quarter financials as it continued to pivot towards an ad-supported membership model to keep its rivals at bay, including Disney+ from Walt Disney Company (NYSE: DIS) and Amazon Prime from Amazo",https://www.benzinga.com/24/10/41409774/netflixs-smashing-quarter-reflects-a-shift-in-priorities
2024-10-19 20:29:18,"Is the Options Market Predicting A Spike In First Advantage Stock?Investors in First Advantage Corporation (NASDAQ: FA) need to pay close attention to the stock based on moves in the options market lately. That is because the Jan 17, 2025 $15 Put had some of the highest implied volatility of all equity options today.","Investors in First Advantage Corporation (NASDAQ: FA) need to pay close attention to the stock based on moves in the options market lately. That is because the Jan 17, 2025 $15 Put had some of the highest implied volatility of all equity options today.",https://www.benzinga.com/markets/options/24/10/41404046/is-the-options-market-predicting-a-spike-in-first-advantage-stock
2024-10-19 20:29:18,"J.B. Hunt Stock On The Move: Analysts Forecast Big Gains AheadThe fear of contraction and analysts' sentiment pressured J.B. Hunt (NASDAQ: JBHT) stock to a long-term low earlier this year, but a shift signals the opposite for 2025.","The fear of contraction and analysts' sentiment pressured J.B. Hunt (NASDAQ: JBHT) stock to a long-term low earlier this year, but a shift signals the opposite for 2025.",https://www.benzinga.com/markets/24/10/41399767/j-b-hunt-stock-on-the-move-analysts-forecast-big-gains-ahead
2024-10-19 20:29:18,"PureCycle Gains From First-Mover Advantage And Unique Recycling Technology, Analyst Highlights Expansionary MovesCantor Fitzgerald analyst initiates coverage on PureCycle Technologies, with an Overweight rating and a price forecast of $14.","Cantor Fitzgerald analyst initiates coverage on PureCycle Technologies, with an Overweight rating and a price forecast of $14.",https://www.benzinga.com/analyst-ratings/analyst-color/24/10/41409452/purecycle-gains-from-first-mover-advantage-and-unique-recycling-technology-analyst-
2024-10-19 20:29:18,"Why Warren Buffett Loves Occidental Stock And What It Means For ChevronOccidental Petroleum Corp. (NYSE: OXY) is down 13.4% in 2024 and over 20% in the last 12 months. However, that hasn't seemed to bother Warren Buffett one bit. His Berkshire Hathaway Inc.","Occidental Petroleum Corp. (NYSE: OXY) is down 13.4% in 2024 and over 20% in the last 12 months. However, that hasn't seemed to bother Warren Buffett one bit. His Berkshire Hathaway Inc.",https://www.benzinga.com/markets/24/10/41400639/why-warren-buffett-loves-occidental-stock-and-what-it-means-for-chevron
2024-10-19 20:29:18,"Down -21.69% In 4 Weeks, Here's Why Tandem Diabetes Care Looks Ripe For A TurnaroundTandem Diabetes Care, Inc. (NASDAQ: TNDM) has been on a downward spiral lately with significant selling pressure.","Tandem Diabetes Care, Inc. (NASDAQ: TNDM) has been on a downward spiral lately with significant selling pressure.",https://www.benzinga.com/general/health-care/24/10/41404098/down-21-69-in-4-weeks-heres-why-tandem-diabetes-care-looks-ripe-for-a-turnaround
2024-10-19 20:29:18,"What's In Store For Crocs Q3 Earnings? Analyst Eyes North America TrendsBofA Securities maintains a Buy rating on Crocs, projecting strong Q3 earnings amid focus on North American sales trends post-Amazon transition.","BofA Securities maintains a Buy rating on Crocs, projecting strong Q3 earnings amid focus on North American sales trends post-Amazon transition.",https://www.benzinga.com/analyst-ratings/analyst-color/24/10/41408427/whats-in-store-for-crocs-q3-earnings-analyst-eyes-north-america-trends
2024-10-19 20:30:19,"Bitcoin Predicted To Hit 6-Figure Price In 2025, Bitwise CEO Says Next Year Will Be 'Exceptional' For King CryptoBitcoin (CRYPTO: BTC) enthusiasts have reason to be optimistic as the Chief Investment Officer of Bitwise, Matt Hougan, has projected that the apex crypto could hit a six-figure price by 2025.","Bitcoin (CRYPTO: BTC) enthusiasts have reason to be optimistic as the Chief Investment Officer of Bitwise, Matt Hougan, has projected that the apex crypto could hit a six-figure price by 2025.",https://www.benzinga.com/analyst-ratings/analyst-color/24/10/41415299/bitcoin-predicted-to-hit-6-figure-price-in-2025-bitwise-ceo-says-next-year-will-be-
2024-10-19 20:30:19,FBI Arrests Alabama Man Who Allegedly Hacked SEC's X Account To Prematurely Announce Bitcoin ETF ApprovalThe Federal Bureau of Investigation (FBI) has arrested an Alabama resident for allegedly hacking the U.S.,The Federal Bureau of Investigation (FBI) has arrested an Alabama resident for allegedly hacking the U.S.,https://www.benzinga.com/markets/cryptocurrency/24/10/41415033/fbi-arrests-alabama-man-who-allegedly-hacked-secs-x-account-to-prematurely-announce-bitcoi
2024-10-19 20:30:19,"Huge Interest In Medical Cannabis Licenses In Kentucky, Nearly 5,000 Applications, Fees AnnouncedKentucky approves medical cannabis regulations with nearly 5,000 applicants and fees ranging from $3,000 to $100,000. Program launches Jan. 1","Kentucky approves medical cannabis regulations with nearly 5,000 applicants and fees ranging from $3,000 to $100,000. Program launches Jan. 1",https://www.benzinga.com/markets/cannabis/24/10/41413763/huge-interest-in-medical-cannabis-licenses-in-kentucky-nearly-5-000-applications-fees-announced
2024-10-19 20:30:19,"Procter & Gamble Faces A Weakened Demand In Both The U.S. And ChinaThe Procter & Gamble Company (NYSE: PG) issued its fiscal 2025 first-quarter earnings report on Friday, missing sales and net income estimates but topping adjusted profit estimates.","The Procter & Gamble Company (NYSE: PG) issued its fiscal 2025 first-quarter earnings report on Friday, missing sales and net income estimates but topping adjusted profit estimates.",https://www.benzinga.com/24/10/41413495/procter-gamble-faces-a-weakened-demand-in-both-the-u-s-and-china
2024-10-19 20:30:19,The Price Of Overpromising: Under Armour's Legal Battle,,https://www.benzinga.com/sec/24/10/41413460/the-price-of-overpromising-under-armours-legal-battle
2024-10-19 20:30:19,"How Does Cannabis Legalization Affect Organized Crime? New Research Sheds LightFive years into cannabis legalization, researchers study its impact on organized crime, finding both a shrinking market and organization...","Five years into cannabis legalization, researchers study its impact on organized crime, finding both a shrinking market and organization...",https://www.benzinga.com/markets/cannabis/24/10/41412674/how-does-cannabis-legalization-affect-organized-crime-new-research-sheds-light
2024-10-19 20:30:19,"Michigan's Cannabis Market Faced With Oversupply And Falling PricesMichigan cannabis sales drop 10% in September due to oversupply and competition from Ohio, with prices of flower reaching record lows","Michigan cannabis sales drop 10% in September due to oversupply and competition from Ohio, with prices of flower reaching record lows",https://www.benzinga.com/markets/cannabis/24/10/41411086/michigans-cannabis-market-faced-with-oversupply-and-falling-prices
2024-10-19 20:30:19,"BCB Bancorp Q3 Earnings And Revenues Surpass EstimatesBCB Bancorp (NASDAQ: BCBP) came out with quarterly earnings of $0.36 per share, beating the Zacks Consensus Estimate of $0.32 per share. This compares to earnings of $0.39 per share a year ago. These figures are adjusted for non-recurring items.","BCB Bancorp (NASDAQ: BCBP) came out with quarterly earnings of $0.36 per share, beating the Zacks Consensus Estimate of $0.32 per share. This compares to earnings of $0.39 per share a year ago. These figures are adjusted for non-recurring items.",https://www.benzinga.com/news/earnings/24/10/41404095/bcb-bancorp-q3-earnings-and-revenues-surpass-estimates
2024-10-19 20:30:19,"UnitedHealth Group Pulls Back Into A Healthy Buying OpportunityUnitedHealth Group's (NYSE: UNH) stock price pulled back following the Q3 earnings release in what can best be described as a temper tantrum. The results weren't bad, outpacing the consensus estimates and compounded by solid guidance, but the market wanted more, so it sold off.","UnitedHealth Group's (NYSE: UNH) stock price pulled back following the Q3 earnings release in what can best be described as a temper tantrum. The results weren't bad, outpacing the consensus estimates and compounded by solid guidance, but the market wanted more, so it sold off.",https://www.benzinga.com/general/health-care/24/10/41400640/unitedhealth-group-pulls-back-into-a-healthy-buying-opportunity
2024-10-19 20:30:19,"Mattel To Report Q3 Earnings: Here's What To Expect From The StockMattel, Inc. (NASDAQ: MAT) is scheduled to report third-quarter 2024 results on Oct. 23, 2024, after the closing bell.","Mattel, Inc. (NASDAQ: MAT) is scheduled to report third-quarter 2024 results on Oct. 23, 2024, after the closing bell.",https://www.benzinga.com/news/earnings/24/10/41402417/mattel-to-report-q3-earnings-heres-what-to-expect-from-the-stock
2024-10-19 20:30:19,"Why Eli Lilly Stock Is Soaring—And How It Plans To Stay On TopIn a year and a half, Eli Lilly (NYSE: LLY) has roughly doubled in value. It is now the most valuable pharmaceutical company in the world.","In a year and a half, Eli Lilly (NYSE: LLY) has roughly doubled in value. It is now the most valuable pharmaceutical company in the world.",https://www.benzinga.com/general/biotech/24/10/41399187/why-eli-lilly-stock-is-soaring-and-how-it-plans-to-stay-on-top
2024-10-19 20:30:19,"Netflix's Smashing Quarter Reflects A Shift In PrioritiesNetflix Inc (NASDAQ: NFLX) surpassed estimates with its third quarter financials as it continued to pivot towards an ad-supported membership model to keep its rivals at bay, including Disney+ from Walt Disney Company (NYSE: DIS) and Amazon Prime from Amazo","Netflix Inc (NASDAQ: NFLX) surpassed estimates with its third quarter financials as it continued to pivot towards an ad-supported membership model to keep its rivals at bay, including Disney+ from Walt Disney Company (NYSE: DIS) and Amazon Prime from Amazo",https://www.benzinga.com/24/10/41409774/netflixs-smashing-quarter-reflects-a-shift-in-priorities
2024-10-19 20:30:19,"Is the Options Market Predicting A Spike In First Advantage Stock?Investors in First Advantage Corporation (NASDAQ: FA) need to pay close attention to the stock based on moves in the options market lately. That is because the Jan 17, 2025 $15 Put had some of the highest implied volatility of all equity options today.","Investors in First Advantage Corporation (NASDAQ: FA) need to pay close attention to the stock based on moves in the options market lately. That is because the Jan 17, 2025 $15 Put had some of the highest implied volatility of all equity options today.",https://www.benzinga.com/markets/options/24/10/41404046/is-the-options-market-predicting-a-spike-in-first-advantage-stock
2024-10-19 20:30:19,"J.B. Hunt Stock On The Move: Analysts Forecast Big Gains AheadThe fear of contraction and analysts' sentiment pressured J.B. Hunt (NASDAQ: JBHT) stock to a long-term low earlier this year, but a shift signals the opposite for 2025.","The fear of contraction and analysts' sentiment pressured J.B. Hunt (NASDAQ: JBHT) stock to a long-term low earlier this year, but a shift signals the opposite for 2025.",https://www.benzinga.com/markets/24/10/41399767/j-b-hunt-stock-on-the-move-analysts-forecast-big-gains-ahead
2024-10-19 20:30:19,"PureCycle Gains From First-Mover Advantage And Unique Recycling Technology, Analyst Highlights Expansionary MovesCantor Fitzgerald analyst initiates coverage on PureCycle Technologies, with an Overweight rating and a price forecast of $14.","Cantor Fitzgerald analyst initiates coverage on PureCycle Technologies, with an Overweight rating and a price forecast of $14.",https://www.benzinga.com/analyst-ratings/analyst-color/24/10/41409452/purecycle-gains-from-first-mover-advantage-and-unique-recycling-technology-analyst-
2024-10-19 20:30:19,"Why Warren Buffett Loves Occidental Stock And What It Means For ChevronOccidental Petroleum Corp. (NYSE: OXY) is down 13.4% in 2024 and over 20% in the last 12 months. However, that hasn't seemed to bother Warren Buffett one bit. His Berkshire Hathaway Inc.","Occidental Petroleum Corp. (NYSE: OXY) is down 13.4% in 2024 and over 20% in the last 12 months. However, that hasn't seemed to bother Warren Buffett one bit. His Berkshire Hathaway Inc.",https://www.benzinga.com/markets/24/10/41400639/why-warren-buffett-loves-occidental-stock-and-what-it-means-for-chevron
2024-10-19 20:30:19,"Down -21.69% In 4 Weeks, Here's Why Tandem Diabetes Care Looks Ripe For A TurnaroundTandem Diabetes Care, Inc. (NASDAQ: TNDM) has been on a downward spiral lately with significant selling pressure.","Tandem Diabetes Care, Inc. (NASDAQ: TNDM) has been on a downward spiral lately with significant selling pressure.",https://www.benzinga.com/general/health-care/24/10/41404098/down-21-69-in-4-weeks-heres-why-tandem-diabetes-care-looks-ripe-for-a-turnaround
2024-10-19 20:30:19,"What's In Store For Crocs Q3 Earnings? Analyst Eyes North America TrendsBofA Securities maintains a Buy rating on Crocs, projecting strong Q3 earnings amid focus on North American sales trends post-Amazon transition.","BofA Securities maintains a Buy rating on Crocs, projecting strong Q3 earnings amid focus on North American sales trends post-Amazon transition.",https://www.benzinga.com/analyst-ratings/analyst-color/24/10/41408427/whats-in-store-for-crocs-q3-earnings-analyst-eyes-north-america-trends
2024-10-19 20:31:19,"Bitcoin Predicted To Hit 6-Figure Price In 2025, Bitwise CEO Says Next Year Will Be 'Exceptional' For King CryptoBitcoin (CRYPTO: BTC) enthusiasts have reason to be optimistic as the Chief Investment Officer of Bitwise, Matt Hougan, has projected that the apex crypto could hit a six-figure price by 2025.","Bitcoin (CRYPTO: BTC) enthusiasts have reason to be optimistic as the Chief Investment Officer of Bitwise, Matt Hougan, has projected that the apex crypto could hit a six-figure price by 2025.",https://www.benzinga.com/analyst-ratings/analyst-color/24/10/41415299/bitcoin-predicted-to-hit-6-figure-price-in-2025-bitwise-ceo-says-next-year-will-be-
2024-10-19 20:31:19,FBI Arrests Alabama Man Who Allegedly Hacked SEC's X Account To Prematurely Announce Bitcoin ETF ApprovalThe Federal Bureau of Investigation (FBI) has arrested an Alabama resident for allegedly hacking the U.S.,The Federal Bureau of Investigation (FBI) has arrested an Alabama resident for allegedly hacking the U.S.,https://www.benzinga.com/markets/cryptocurrency/24/10/41415033/fbi-arrests-alabama-man-who-allegedly-hacked-secs-x-account-to-prematurely-announce-bitcoi
2024-10-19 20:31:19,"Huge Interest In Medical Cannabis Licenses In Kentucky, Nearly 5,000 Applications, Fees AnnouncedKentucky approves medical cannabis regulations with nearly 5,000 applicants and fees ranging from $3,000 to $100,000. Program launches Jan. 1","Kentucky approves medical cannabis regulations with nearly 5,000 applicants and fees ranging from $3,000 to $100,000. Program launches Jan. 1",https://www.benzinga.com/markets/cannabis/24/10/41413763/huge-interest-in-medical-cannabis-licenses-in-kentucky-nearly-5-000-applications-fees-announced
2024-10-19 20:31:19,"Procter & Gamble Faces A Weakened Demand In Both The U.S. And ChinaThe Procter & Gamble Company (NYSE: PG) issued its fiscal 2025 first-quarter earnings report on Friday, missing sales and net income estimates but topping adjusted profit estimates.","The Procter & Gamble Company (NYSE: PG) issued its fiscal 2025 first-quarter earnings report on Friday, missing sales and net income estimates but topping adjusted profit estimates.",https://www.benzinga.com/24/10/41413495/procter-gamble-faces-a-weakened-demand-in-both-the-u-s-and-china
2024-10-19 20:31:19,The Price Of Overpromising: Under Armour's Legal Battle,,https://www.benzinga.com/sec/24/10/41413460/the-price-of-overpromising-under-armours-legal-battle
2024-10-19 20:31:19,"How Does Cannabis Legalization Affect Organized Crime? New Research Sheds LightFive years into cannabis legalization, researchers study its impact on organized crime, finding both a shrinking market and organization...","Five years into cannabis legalization, researchers study its impact on organized crime, finding both a shrinking market and organization...",https://www.benzinga.com/markets/cannabis/24/10/41412674/how-does-cannabis-legalization-affect-organized-crime-new-research-sheds-light
2024-10-19 20:31:19,"Michigan's Cannabis Market Faced With Oversupply And Falling PricesMichigan cannabis sales drop 10% in September due to oversupply and competition from Ohio, with prices of flower reaching record lows","Michigan cannabis sales drop 10% in September due to oversupply and competition from Ohio, with prices of flower reaching record lows",https://www.benzinga.com/markets/cannabis/24/10/41411086/michigans-cannabis-market-faced-with-oversupply-and-falling-prices
2024-10-19 20:31:19,"BCB Bancorp Q3 Earnings And Revenues Surpass EstimatesBCB Bancorp (NASDAQ: BCBP) came out with quarterly earnings of $0.36 per share, beating the Zacks Consensus Estimate of $0.32 per share. This compares to earnings of $0.39 per share a year ago. These figures are adjusted for non-recurring items.","BCB Bancorp (NASDAQ: BCBP) came out with quarterly earnings of $0.36 per share, beating the Zacks Consensus Estimate of $0.32 per share. This compares to earnings of $0.39 per share a year ago. These figures are adjusted for non-recurring items.",https://www.benzinga.com/news/earnings/24/10/41404095/bcb-bancorp-q3-earnings-and-revenues-surpass-estimates
2024-10-19 20:31:19,"UnitedHealth Group Pulls Back Into A Healthy Buying OpportunityUnitedHealth Group's (NYSE: UNH) stock price pulled back following the Q3 earnings release in what can best be described as a temper tantrum. The results weren't bad, outpacing the consensus estimates and compounded by solid guidance, but the market wanted more, so it sold off.","UnitedHealth Group's (NYSE: UNH) stock price pulled back following the Q3 earnings release in what can best be described as a temper tantrum. The results weren't bad, outpacing the consensus estimates and compounded by solid guidance, but the market wanted more, so it sold off.",https://www.benzinga.com/general/health-care/24/10/41400640/unitedhealth-group-pulls-back-into-a-healthy-buying-opportunity
2024-10-19 20:31:19,"Mattel To Report Q3 Earnings: Here's What To Expect From The StockMattel, Inc. (NASDAQ: MAT) is scheduled to report third-quarter 2024 results on Oct. 23, 2024, after the closing bell.","Mattel, Inc. (NASDAQ: MAT) is scheduled to report third-quarter 2024 results on Oct. 23, 2024, after the closing bell.",https://www.benzinga.com/news/earnings/24/10/41402417/mattel-to-report-q3-earnings-heres-what-to-expect-from-the-stock
2024-10-19 20:31:19,"Why Eli Lilly Stock Is Soaring—And How It Plans To Stay On TopIn a year and a half, Eli Lilly (NYSE: LLY) has roughly doubled in value. It is now the most valuable pharmaceutical company in the world.","In a year and a half, Eli Lilly (NYSE: LLY) has roughly doubled in value. It is now the most valuable pharmaceutical company in the world.",https://www.benzinga.com/general/biotech/24/10/41399187/why-eli-lilly-stock-is-soaring-and-how-it-plans-to-stay-on-top
2024-10-19 20:31:19,"Netflix's Smashing Quarter Reflects A Shift In PrioritiesNetflix Inc (NASDAQ: NFLX) surpassed estimates with its third quarter financials as it continued to pivot towards an ad-supported membership model to keep its rivals at bay, including Disney+ from Walt Disney Company (NYSE: DIS) and Amazon Prime from Amazo","Netflix Inc (NASDAQ: NFLX) surpassed estimates with its third quarter financials as it continued to pivot towards an ad-supported membership model to keep its rivals at bay, including Disney+ from Walt Disney Company (NYSE: DIS) and Amazon Prime from Amazo",https://www.benzinga.com/24/10/41409774/netflixs-smashing-quarter-reflects-a-shift-in-priorities
2024-10-19 20:31:19,"Is the Options Market Predicting A Spike In First Advantage Stock?Investors in First Advantage Corporation (NASDAQ: FA) need to pay close attention to the stock based on moves in the options market lately. That is because the Jan 17, 2025 $15 Put had some of the highest implied volatility of all equity options today.","Investors in First Advantage Corporation (NASDAQ: FA) need to pay close attention to the stock based on moves in the options market lately. That is because the Jan 17, 2025 $15 Put had some of the highest implied volatility of all equity options today.",https://www.benzinga.com/markets/options/24/10/41404046/is-the-options-market-predicting-a-spike-in-first-advantage-stock
2024-10-19 20:31:19,"J.B. Hunt Stock On The Move: Analysts Forecast Big Gains AheadThe fear of contraction and analysts' sentiment pressured J.B. Hunt (NASDAQ: JBHT) stock to a long-term low earlier this year, but a shift signals the opposite for 2025.","The fear of contraction and analysts' sentiment pressured J.B. Hunt (NASDAQ: JBHT) stock to a long-term low earlier this year, but a shift signals the opposite for 2025.",https://www.benzinga.com/markets/24/10/41399767/j-b-hunt-stock-on-the-move-analysts-forecast-big-gains-ahead
2024-10-19 20:31:19,"PureCycle Gains From First-Mover Advantage And Unique Recycling Technology, Analyst Highlights Expansionary MovesCantor Fitzgerald analyst initiates coverage on PureCycle Technologies, with an Overweight rating and a price forecast of $14.","Cantor Fitzgerald analyst initiates coverage on PureCycle Technologies, with an Overweight rating and a price forecast of $14.",https://www.benzinga.com/analyst-ratings/analyst-color/24/10/41409452/purecycle-gains-from-first-mover-advantage-and-unique-recycling-technology-analyst-
2024-10-19 20:31:19,"Why Warren Buffett Loves Occidental Stock And What It Means For ChevronOccidental Petroleum Corp. (NYSE: OXY) is down 13.4% in 2024 and over 20% in the last 12 months. However, that hasn't seemed to bother Warren Buffett one bit. His Berkshire Hathaway Inc.","Occidental Petroleum Corp. (NYSE: OXY) is down 13.4% in 2024 and over 20% in the last 12 months. However, that hasn't seemed to bother Warren Buffett one bit. His Berkshire Hathaway Inc.",https://www.benzinga.com/markets/24/10/41400639/why-warren-buffett-loves-occidental-stock-and-what-it-means-for-chevron
2024-10-19 20:31:19,"Down -21.69% In 4 Weeks, Here's Why Tandem Diabetes Care Looks Ripe For A TurnaroundTandem Diabetes Care, Inc. (NASDAQ: TNDM) has been on a downward spiral lately with significant selling pressure.","Tandem Diabetes Care, Inc. (NASDAQ: TNDM) has been on a downward spiral lately with significant selling pressure.",https://www.benzinga.com/general/health-care/24/10/41404098/down-21-69-in-4-weeks-heres-why-tandem-diabetes-care-looks-ripe-for-a-turnaround
2024-10-19 20:31:19,"What's In Store For Crocs Q3 Earnings? Analyst Eyes North America TrendsBofA Securities maintains a Buy rating on Crocs, projecting strong Q3 earnings amid focus on North American sales trends post-Amazon transition.","BofA Securities maintains a Buy rating on Crocs, projecting strong Q3 earnings amid focus on North American sales trends post-Amazon transition.",https://www.benzinga.com/analyst-ratings/analyst-color/24/10/41408427/whats-in-store-for-crocs-q3-earnings-analyst-eyes-north-america-trends
2024-10-19 20:32:20,"Bitcoin Predicted To Hit 6-Figure Price In 2025, Bitwise CEO Says Next Year Will Be 'Exceptional' For King CryptoBitcoin (CRYPTO: BTC) enthusiasts have reason to be optimistic as the Chief Investment Officer of Bitwise, Matt Hougan, has projected that the apex crypto could hit a six-figure price by 2025.","Bitcoin (CRYPTO: BTC) enthusiasts have reason to be optimistic as the Chief Investment Officer of Bitwise, Matt Hougan, has projected that the apex crypto could hit a six-figure price by 2025.",https://www.benzinga.com/analyst-ratings/analyst-color/24/10/41415299/bitcoin-predicted-to-hit-6-figure-price-in-2025-bitwise-ceo-says-next-year-will-be-
2024-10-19 20:32:20,FBI Arrests Alabama Man Who Allegedly Hacked SEC's X Account To Prematurely Announce Bitcoin ETF ApprovalThe Federal Bureau of Investigation (FBI) has arrested an Alabama resident for allegedly hacking the U.S.,The Federal Bureau of Investigation (FBI) has arrested an Alabama resident for allegedly hacking the U.S.,https://www.benzinga.com/markets/cryptocurrency/24/10/41415033/fbi-arrests-alabama-man-who-allegedly-hacked-secs-x-account-to-prematurely-announce-bitcoi
2024-10-19 20:32:20,"Huge Interest In Medical Cannabis Licenses In Kentucky, Nearly 5,000 Applications, Fees AnnouncedKentucky approves medical cannabis regulations with nearly 5,000 applicants and fees ranging from $3,000 to $100,000. Program launches Jan. 1","Kentucky approves medical cannabis regulations with nearly 5,000 applicants and fees ranging from $3,000 to $100,000. Program launches Jan. 1",https://www.benzinga.com/markets/cannabis/24/10/41413763/huge-interest-in-medical-cannabis-licenses-in-kentucky-nearly-5-000-applications-fees-announced
2024-10-19 20:32:20,"Procter & Gamble Faces A Weakened Demand In Both The U.S. And ChinaThe Procter & Gamble Company (NYSE: PG) issued its fiscal 2025 first-quarter earnings report on Friday, missing sales and net income estimates but topping adjusted profit estimates.","The Procter & Gamble Company (NYSE: PG) issued its fiscal 2025 first-quarter earnings report on Friday, missing sales and net income estimates but topping adjusted profit estimates.",https://www.benzinga.com/24/10/41413495/procter-gamble-faces-a-weakened-demand-in-both-the-u-s-and-china
2024-10-19 20:32:20,The Price Of Overpromising: Under Armour's Legal Battle,,https://www.benzinga.com/sec/24/10/41413460/the-price-of-overpromising-under-armours-legal-battle
2024-10-19 20:32:20,"How Does Cannabis Legalization Affect Organized Crime? New Research Sheds LightFive years into cannabis legalization, researchers study its impact on organized crime, finding both a shrinking market and organization...","Five years into cannabis legalization, researchers study its impact on organized crime, finding both a shrinking market and organization...",https://www.benzinga.com/markets/cannabis/24/10/41412674/how-does-cannabis-legalization-affect-organized-crime-new-research-sheds-light
2024-10-19 20:32:20,"Michigan's Cannabis Market Faced With Oversupply And Falling PricesMichigan cannabis sales drop 10% in September due to oversupply and competition from Ohio, with prices of flower reaching record lows","Michigan cannabis sales drop 10% in September due to oversupply and competition from Ohio, with prices of flower reaching record lows",https://www.benzinga.com/markets/cannabis/24/10/41411086/michigans-cannabis-market-faced-with-oversupply-and-falling-prices
2024-10-19 20:32:20,"BCB Bancorp Q3 Earnings And Revenues Surpass EstimatesBCB Bancorp (NASDAQ: BCBP) came out with quarterly earnings of $0.36 per share, beating the Zacks Consensus Estimate of $0.32 per share. This compares to earnings of $0.39 per share a year ago. These figures are adjusted for non-recurring items.","BCB Bancorp (NASDAQ: BCBP) came out with quarterly earnings of $0.36 per share, beating the Zacks Consensus Estimate of $0.32 per share. This compares to earnings of $0.39 per share a year ago. These figures are adjusted for non-recurring items.",https://www.benzinga.com/news/earnings/24/10/41404095/bcb-bancorp-q3-earnings-and-revenues-surpass-estimates
2024-10-19 20:32:20,"UnitedHealth Group Pulls Back Into A Healthy Buying OpportunityUnitedHealth Group's (NYSE: UNH) stock price pulled back following the Q3 earnings release in what can best be described as a temper tantrum. The results weren't bad, outpacing the consensus estimates and compounded by solid guidance, but the market wanted more, so it sold off.","UnitedHealth Group's (NYSE: UNH) stock price pulled back following the Q3 earnings release in what can best be described as a temper tantrum. The results weren't bad, outpacing the consensus estimates and compounded by solid guidance, but the market wanted more, so it sold off.",https://www.benzinga.com/general/health-care/24/10/41400640/unitedhealth-group-pulls-back-into-a-healthy-buying-opportunity
2024-10-19 20:32:20,"Mattel To Report Q3 Earnings: Here's What To Expect From The StockMattel, Inc. (NASDAQ: MAT) is scheduled to report third-quarter 2024 results on Oct. 23, 2024, after the closing bell.","Mattel, Inc. (NASDAQ: MAT) is scheduled to report third-quarter 2024 results on Oct. 23, 2024, after the closing bell.",https://www.benzinga.com/news/earnings/24/10/41402417/mattel-to-report-q3-earnings-heres-what-to-expect-from-the-stock
